decidim.components.budgets.settings.global.projects_per_page,decidim.components.budgets.settings.global.projects_per_page,Projects per page,Projekte pro Seite,
decidim.components.budgets.settings.global.resources_permissions_enabled,decidim.components.budgets.settings.global.resources_permissions_enabled,Actions permissions can be set for each meeting,Aktionsautorisierungen können für jede Sitzung festgelegt werden,
decidim.components.budgets.settings.global.total_budget,decidim.components.budgets.settings.global.total_budget,Total budget,Gesamtbudget,
decidim.components.budgets.settings.global.vote_minimum_budget_projects_number,decidim.components.budgets.settings.global.vote_minimum_budget_projects_number,Minimum number of projects to vote,Mindestanzahl von Projekten zur Abstimmung,
decidim.components.budgets.settings.global.vote_rule_minimum_budget_projects_enabled,decidim.components.budgets.settings.global.vote_rule_minimum_budget_projects_enabled,Enable rule: Minimum number of projects to be voted on,Regel aktivieren: Mindestanzahl von Projekten zur Abstimmung,
decidim.components.budgets.settings.global.vote_rule_threshold_percent_enabled,decidim.components.budgets.settings.global.vote_rule_threshold_percent_enabled,Enable rule: Minimum budget percentage,Regel aktivieren: Mindestbudgetprozentsatz,
decidim.components.budgets.settings.global.vote_threshold_percent,decidim.components.budgets.settings.global.vote_threshold_percent,Vote threshold percent,Abstimmungsschwellenwert Prozent,
decidim.components.budgets.settings.global.workflow,decidim.components.budgets.settings.global.workflow,Workflow,Arbeitsfluss,
decidim.components.budgets.settings.global.workflow_choices.all,decidim.components.budgets.settings.global.workflow_choices.all,Vote in all: allows participants to vote in all budgets.,"In allen abstimmen: Ermöglicht es den Teilnehmern, in allen Budgets abzustimmen.",
decidim.components.budgets.settings.global.workflow_choices.one,decidim.components.budgets.settings.global.workflow_choices.one,"Vote in one: allows participants to vote in any budget, but only in one.",In einem abstimmen: Ermöglicht es den Teilnehmer nur in einem Budget abzustimmen.,
decidim.components.budgets.settings.step.announcement,decidim.components.budgets.settings.step.announcement,Announcement,Bekanntmachung,
decidim.components.budgets.settings.step.comments_blocked,decidim.components.budgets.settings.step.comments_blocked,Comments blocked,Kommentare deaktiviert,
decidim.components.budgets.settings.step.highlighted_heading,decidim.components.budgets.settings.step.highlighted_heading,Highlighted heading,Hervorgehobene Überschrift,
decidim.components.budgets.settings.step.landing_page_content,decidim.components.budgets.settings.step.landing_page_content,Budgets landing page,Landing-Page Budgets,
decidim.components.budgets.settings.step.list_heading,decidim.components.budgets.settings.step.list_heading,List heading,Überschrift der Liste,
decidim.components.budgets.settings.step.more_information_modal,decidim.components.budgets.settings.step.more_information_modal,More information modal,Fenster Weitere Informationen,
decidim.components.budgets.settings.step.show_votes,decidim.components.budgets.settings.step.show_votes,Show votes,Stimmen anzeigen,
decidim.components.budgets.settings.step.title,decidim.components.budgets.settings.step.title,Title,Titel,
decidim.components.budgets.settings.step.votes,decidim.components.budgets.settings.step.votes,Voting,Abstimmung,
decidim.components.budgets.settings.step.votes_choices.disabled,decidim.components.budgets.settings.step.votes_choices.disabled,Voting disabled,Abstimmung deaktiviert,
decidim.components.budgets.settings.step.votes_choices.enabled,decidim.components.budgets.settings.step.votes_choices.enabled,Voting enabled,Abstimmung aktiviert,
decidim.components.budgets.settings.step.votes_choices.finished,decidim.components.budgets.settings.step.votes_choices.finished,Voting finished,Abstimmung abgeschlossen,
decidim.events.budgets.budget_published.email_intro,decidim.events.budgets.budget_published.email_intro,The %{resource_title} budget is now active for %{participatory_space_title}. You can see it from this page:,Das %{resource_title} Budget ist jetzt für %{participatory_space_title} aktiv. Einsehbar von dieser Seite:,
decidim.events.budgets.budget_published.email_outro,decidim.events.budgets.budget_published.email_outro,You have received this notification because you are following %{participatory_space_title}. You can stop receiving notifications following the previous link.,"Sie haben diese Benachrichtigung erhalten, weil Sie ""%{participatory_space_title}"" folgen. Der Empfang von Benachrichtigungen kann über den vorherigen Link beendet werden.",
decidim.events.budgets.budget_published.email_subject,decidim.events.budgets.budget_published.email_subject,The %{resource_title} budget is now active for %{participatory_space_title}.,Das %{resource_title} Budget ist jetzt für %{participatory_space_title} aktiv.,
decidim.events.budgets.budget_published.notification_title,decidim.events.budgets.budget_published.notification_title,"The <a href=""%{resource_path}"">%{resource_title}</a> budget is now active for %{participatory_space_title}.","Das <a href=""%{resource_path}"">%{resource_title}</a> Budget ist jetzt aktiv für %{participatory_space_title}.",
decidim.orders.checkout.error,decidim.orders.checkout.error,There was a problem processing your vote,Bei der Bearbeitung Ihrer Stimme ist ein Problem aufgetreten,
decidim.orders.checkout.success,decidim.orders.checkout.success,Your vote has been successfully accepted,Ihre Stimme wurde erfolgreich angenommen,
decidim.orders.destroy.error,decidim.orders.destroy.error,There was a problem canceling your vote,Beim Löschen Ihrer Stimme ist ein Problem aufgetreten,
decidim.orders.destroy.success,decidim.orders.destroy.success,Your vote has been successfully canceled,Ihre Stimme wurde erfolgreich gelöscht,
decidim.resource_links.included_proposals.project_proposal,decidim.resource_links.included_proposals.project_proposal,Proposals included in this project:,In diesem Projekt enthaltene Vorschläge:,
index.confirmed_orders_count,index.confirmed_orders_count,Votes count,Auszählung der Stimmen,
total_budget,total_budget,Total budget,Gesamtbudget,
